"table_name","field_name","data_type","length","description_en","description_hr","business_meaning","example_value","domain_area","description_source","needs_review"
"ZMM_APPROVAL_LOG","EBELN","CHAR","10","Purchase order number","Broj narudzbe","PO number the approval relates to (FK to EKKO.EBELN). NULL when approval is not PO-linked.","4500000613","procurement","existing","0"
"ZMM_APPROVAL_LOG","EBELP","NUMC","5","Purchase order item number","Redak narudzbe","PO line number (FK to EKPO.EBELN+EBELP). NULL when approval is at header grain.","00010","procurement","existing","0"
"ZMM_APPROVAL_LOG","GJAHR","CHAR","4","Fiscal year","Fiskalna godina","Fiscal year paired with BELNR (SAP invoice key is BELNR+GJAHR).","2025","finance","existing","0"
"ZMM_APPROVAL_LOG","MANDT","CHAR","3","Client","Klijent","SAP client code (tenant). Always 100 in this project's sample.","100","organisation","existing","0"
"ZMM_APPROVAL_LOG","REASON_CODE","CHAR","4","Exception reason code","Razlog iznimke","Why the invoice needed approval: QTYV=Quantity Variance, PRCV=Price Variance, TOL1/2/3=Tolerance Band, MISC=Other. Decoder: zmm_reason_codes seed.","QTYV","workflow","existing","0"
"ZMM_APPROVAL_LOG","SGTXT","CHAR","200","Short text (free-form comment)","Kratki tekst","Free-form approver comment. 100% populated for REJECTED and ESCALATED rows; ~60% for APPROVED; ~30% for PENDING.","Quantity variance within tolerance","workflow","existing","0"
"ZMM_APPROVAL_LOG","TOL_AMT","CURR","13.2","Tolerance amount (EUR)","Iznos tolerancije","Monetary tolerance applied to the variance, in EUR. Populated for ~70% of QTYV/PRCV rows; NULL for TOL1/2/3/MISC rows where the tolerance is categorical not numeric.","150.00","finance","existing","0"
"KNA1","KUNNR","CHAR","10","Unique customer number.","Broj kupca.","Primary key for customer master. Identifies the subscriber who holds a service contract and the deployed CPE device. Links billing and sales documents to a person/business.","1000000001","sales","sap_standard","0"
"KNA1","NAME1","CHAR","35","Customer name.","Naziv kupca.","Display name of the residential subscriber or business customer.","Ivan Horvat","sales","sap_standard","0"
"KNA1","LAND1","CHAR","3","Country key.","Šifra zemlje.","Country of the customer; HR for Croatian subscribers.","HR","sales","sap_standard","0"
"KNA1","ORT01","CHAR","35","City.","Grad.","City of the customer premises where the CPE is installed.","Zagreb","sales","sap_standard","0"
"KNA1","STRAS","CHAR","35","Street and house number.","Ulica i kućni broj.","Street address of the service location.","Ilica 1","sales","sap_standard","0"
"KNA1","PSTLZ","CHAR","10","Postal code.","Poštanski broj.","Postal code of the customer premises.","10000","sales","sap_standard","0"
"KNA1","KTOKD","CHAR","4","Customer account group.","Knjigovodstvena grupa kupca.","Classifies the customer: 0001 residential, 0002 business. Drives segmentation of revenue and service plan.","0001","sales","sap_standard","0"
"KNA1","ERDAT","DATS","8","Record creation date.","Datum kreiranja zapisa.","Date the customer master record was created, aligned with first service activation.","20250115","sales","sap_standard","0"
"KNA1","SPRAS","LANG","1","Language key.","Šifra jezika.","Communication language for the customer.","HR","sales","sap_standard","0"
"VBAK","VBELN","CHAR","10","Sales document number.","Broj prodajnog dokumenta.","Primary key of the sales order (the service contract). Billing documents reference it via AUBEL.","0000010001","sales","sap_standard","0"
"VBAK","ERDAT","DATS","8","Record creation date.","Datum kreiranja.","Date the sales order was created.","20250115","sales","sap_standard","0"
"VBAK","AUDAT","DATS","8","Document date.","Datum dokumenta.","Contract/order date; equals the date the CPE device was deployed to the customer. Anchors the 24-month contract and cost amortisation window.","20250115","sales","sap_standard","0"
"VBAK","AUART","CHAR","4","Sales document type.","Vrsta prodajnog dokumenta.","Order type; TA = standard service order.","TA","sales","sap_standard","0"
"VBAK","VKORG","CHAR","4","Sales organization.","Prodajna organizacija.","Sales organization responsible for the contract.","HT01","sales","sap_standard","0"
"VBAK","VTWEG","CHAR","2","Distribution channel.","Distribucijski kanal.","Distribution channel for the service.","10","sales","sap_standard","0"
"VBAK","SPART","CHAR","2","Division.","Sektor.","Product division for the service (broadband/CPE).","10","sales","sap_standard","0"
"VBAK","KUNNR","CHAR","10","Sold-to customer.","Kupac (naručitelj).","Foreign key to KNA1; the subscriber on the contract.","1000000001","sales","sap_standard","0"
"VBAK","NETWR","CURR","15","Net value of the order.","Neto vrijednost narudžbe.","Net contract value in document currency.","24.99","sales","sap_standard","0"
"VBAK","WAERK","CUKY","5","Document currency.","Valuta dokumenta.","Currency of the order amounts.","EUR","sales","sap_standard","0"
"VBAP","VBELN","CHAR","10","Sales document number.","Broj prodajnog dokumenta.","Foreign key to VBAK header.","0000010001","sales","sap_standard","0"
"VBAP","POSNR","NUMC","6","Sales document item number.","Broj stavke.","Line item number within the sales order.","000010","sales","sap_standard","0"
"VBAP","MATNR","CHAR","18","Service-plan material number.","Broj materijala (usluga).","The service plan being sold (e.g. SVC-FIB-500 fiber subscription). NOT the CPE device material — the device is linked via SERNR.","SVC-FIB-500","sales","sap_standard","0"
"VBAP","ARKTX","CHAR","40","Item short text.","Kratki tekst stavke.","Service plan description shown on the order.","Optika 500 Mbit/s","sales","sap_standard","0"
"VBAP","MATKL","CHAR","9","Material group.","Grupa materijala.","Service category group (SVC-FIB / SVC-TV / SVC-CBL / SVC-BIZ).","SVC-FIB","sales","sap_standard","0"
"VBAP","KWMENG","QUAN","15","Order quantity.","Količina narudžbe.","Quantity of the service line (1 subscription).","1","sales","sap_standard","0"
"VBAP","VRKME","UNIT","3","Sales unit.","Prodajna jedinica.","Unit of the service line (MON = monthly).","MON","sales","sap_standard","0"
"VBAP","NETWR","CURR","15","Net value of the item.","Neto vrijednost stavke.","Net value of the service line.","34.99","sales","sap_standard","0"
"VBAP","WERKS","CHAR","4","Plant.","Pogon.","Plant servicing the contract.","HT10","sales","sap_standard","0"
"VBAP","SERNR","CHAR","18","Serial number of the deployed CPE device.","Serijski broj uređaja.","Serial number of the physical CPE device installed at the customer. Joins to EQUI.SERGE to resolve the router model (EQUI.MATNR) — the key tie from service revenue to device cost.","SN-001-022045","sales","sap_standard","0"
"VBRK","VBELN","CHAR","10","Billing document number.","Broj dokumenta fakture.","Primary key of the monthly service invoice.","9000000001","sales","sap_standard","0"
"VBRK","FKART","CHAR","4","Billing type.","Vrsta fakture.","Billing document type; F2 = standard invoice.","F2","sales","sap_standard","0"
"VBRK","VBTYP","CHAR","1","SD document category.","Kategorija SD dokumenta.","Document category; M = invoice.","M","sales","sap_standard","0"
"VBRK","FKDAT","DATS","8","Billing date.","Datum fakturiranja.","Date of the billing document; the calendar month of recognised service revenue. Drives the material x month grain.","20250131","sales","sap_standard","0"
"VBRK","ERDAT","DATS","8","Record creation date.","Datum kreiranja.","Date the billing document was created.","20250131","sales","sap_standard","0"
"VBRK","KUNRG","CHAR","10","Payer.","Platiša.","Foreign key to KNA1; the customer billed.","1000000001","sales","sap_standard","0"
"VBRK","KUNAG","CHAR","10","Sold-to party.","Naručitelj.","Sold-to customer on the billing document.","1000000001","sales","sap_standard","0"
"VBRK","NETWR","CURR","15","Net value of the billing document.","Neto vrijednost fakture.","Net service revenue for the month (excludes VAT). Primary revenue measure for the margin term.","34.99","sales","sap_standard","0"
"VBRK","MWSBK","CURR","15","Tax amount.","Iznos poreza.","Output VAT (PDV 25%) on the service billing; excluded from margin.","8.75","sales","sap_standard","0"
"VBRK","WAERK","CUKY","5","Document currency.","Valuta dokumenta.","Currency of the billing amounts.","EUR","sales","sap_standard","0"
"VBRK","VKORG","CHAR","4","Sales organization.","Prodajna organizacija.","Sales organization issuing the invoice.","HT01","sales","sap_standard","0"
"VBRK","FKSTO","CHAR","1","Billing document is cancelled.","Faktura je stornirana.","Cancellation flag; 'X' = cancelled billing document, excluded from revenue. Empty = valid.","X","sales","sap_standard","0"
"VBRK","BUKRS","CHAR","4","Company code.","Šifra poduzeća.","Company code of the billing document.","HT00","sales","sap_standard","0"
"VBRP","VBELN","CHAR","10","Billing document number.","Broj dokumenta fakture.","Foreign key to VBRK header.","9000000001","sales","sap_standard","0"
"VBRP","POSNR","NUMC","6","Billing item number.","Broj stavke fakture.","Line item number within the billing document.","000010","sales","sap_standard","0"
"VBRP","FKIMG","QUAN","15","Billed quantity.","Fakturirana količina.","Quantity billed (1 monthly subscription).","1","sales","sap_standard","0"
"VBRP","VRKME","UNIT","3","Sales unit.","Prodajna jedinica.","Unit of the billed quantity (MON).","MON","sales","sap_standard","0"
"VBRP","NETWR","CURR","15","Net value of the billing item.","Neto vrijednost stavke.","Net service revenue at line level; equals VBRK.NETWR for single-line service invoices.","34.99","sales","sap_standard","0"
"VBRP","MATNR","CHAR","18","Service-plan material number.","Broj materijala (usluga).","Service plan billed.","SVC-FIB-500","sales","sap_standard","0"
"VBRP","ARKTX","CHAR","40","Item short text.","Kratki tekst stavke.","Service plan description.","Optika 500 Mbit/s","sales","sap_standard","0"
"VBRP","MATKL","CHAR","9","Material group.","Grupa materijala.","Service category group.","SVC-FIB","sales","sap_standard","0"
"VBRP","WERKS","CHAR","4","Plant.","Pogon.","Plant servicing the contract.","HT10","sales","sap_standard","0"
"VBRP","AUBEL","CHAR","10","Sales order reference.","Referenca prodajne narudžbe.","Foreign key to VBAK; the originating sales order. Used to traverse billing -> sales order -> device.","0000010001","sales","sap_standard","0"
"VBRP","AUPOS","NUMC","6","Sales order item reference.","Referenca stavke narudžbe.","Item reference back to the sales order line.","000010","sales","sap_standard","0"
"VBRP","PRSDT","DATS","8","Pricing date.","Datum cijene.","Date used for pricing the billing line.","20250131","sales","sap_standard","0"
"BKPF","AWTYP","CHAR","5","Reference transaction type.","Vrsta referentne transakcije.","Identifies the source logistics document type behind the FI posting: RMRP = MM invoice (RE), VBRK = SD billing (RV), MKPF = material document (WE). With AWKEY, links the journal entry to its originating document.","VBRK","finance","sap_standard","0"
"BKPF","AWKEY","CHAR","20","Reference key.","Referentni ključ.","Concatenated key of the source document (e.g. VBELN+fiscal year for billing, BELNR+GJAHR for MM invoice, MBLNR+MJAHR for material document). Resolves the FI posting back to its operational document.","9000000001 2025","finance","sap_standard","0"
