id,date,decision,hypothesis,what_we_did,what_happened,conclusion,version,never_repeat,reverted
100,2026-05-05,vendor_catalog_seed_decommissioned_replaced_by_sat_vendor_business,"User architectural challenge: 'if hub_vendor + satellite_vendor exists, why is vendor_catalog also a seed?' Investigation revealed: (1) vendor_catalog was using synthetic V001-V008 IDs that didn't join to hub_vendor's LIFNR-keyed records — they were parallel, non-joinable data; (2) the catalog's HT-domain fields (equipment_types, contract_status, quality_rating, lead_time_days, notes) were never read by any dbt model — only by LLM prompt assembly; (3) the _context_assembler query was silently broken (selected a non-existent 'category' column, caught by try/except, returned empty). Architecturally the right home for vendor business enrichment is a vault satellite parented to hub_vendor so it joins seamlessly with SAP master facts. Production-shape: in real HT systems, this enrichment would come from a custom Z-table extract, NOT a hand-maintained CSV.","Re-keyed catalog rows V001-V008 to actual LFA1 LIFNRs 0000100001-0000100008 (exact name match — same 8 vendors). Updated generate_sap_sample_data.py VENDORS list with equipment_types/contract_status/quality/notes fields and added a 4th return value (zmm_vendor_business DataFrame) loaded to raw_sap.zmm_vendor_business. Built stg_sap__zmm_vendor_business (RULE 4 mechanical) + sat_vendor_business (RULE 8 hub-attached, hk_vendor key). Added sources.yml entry for the new Z-table. Updated scripts/_context_assembler.py: LAYER_SOURCES['business'] no longer lists vendor_catalog.csv; EMPTY_SOURCES['business'] swapped vendor_catalog -> sat_vendor_business; details dict key renamed; _load_business now executes a vault JOIN (hub_vendor + sat_vendor_general + sat_vendor_business) instead of reading main_seeds.vendor_catalog. Updated app/claude_api.py prompt-template text. Updated scripts/_drift_probe.py PROBE_SEEDS to drop vendor_catalog.csv. Deleted dbt/seeds/vendor_catalog.csv and dropped main_seeds.vendor_catalog table from DuckDB. Updated knowledge/seeds_catalog.md to reflect new architecture and document the production-readiness policy.","End-to-end verified: raw_sap.zmm_vendor_business 8 rows, stg_sap__zmm_vendor_business 8 rows, sat_vendor_business 8 rows, zero unmatched hk_vendor against hub_vendor. _load_business smoke test returned all 8 vendors with full enrichment (Huawei A/45d, Cisco A+/25d, etc.) at 296 tokens — small enough to fit in any prompt budget. Side-by-side join with sat_vendor_general produces canonical 'vendor_name + country + HT-enrichment' rows by hk_vendor. The LLM can now write JOIN queries combining SAP master facts with HT-domain enrichment in one SQL — the exact use case that motivated keeping context in DuckDB rather than moving it to flat files (the 'option c' that would have defeated the unified-knowledge-base purpose).","Phase 1 of the seed-to-vault refactor complete for vendor. Pattern established for the remaining easy case (cpe_catalog -> sat_material_business attached to hub_material) and decision-needed cases (org_structure, abap_logic_catalog, z_tables_catalog — each needs an architectural choice about whether to create a new hub). Production rollout policy documented in knowledge/seeds_catalog.md: entity enrichment belongs in vault sats off existing hubs, NOT standalone seeds. Synthetic data still synthetic, but the FLOW is now production-shape: a real HT Z-table extract drops into raw_sap.zmm_vendor_business and everything downstream works without architecture changes.",seed_to_vault_phase_1_vendor,false,false
101,2026-05-05,cpe_catalog_seed_decommissioned_replaced_by_sat_material_business,"Phase 2 follow-up to vendor migration: cpe_catalog had MATNR-aligned IDs (no re-keying needed for the entity itself) but its primary_vendor field used synthetic V001-V008 IDs that didn't join to hub_vendor. Same architectural smell as vendor_catalog: HT-domain material enrichment (avg_unit_cost_eur, lifecycle_months, primary_vendor_id, notes) belongs as a satellite on hub_material so the LLM can JOIN it with SAP master data and resolve primary_vendor_id to vendor_name in one query.","Updated MATERIALS list in generate_sap_sample_data.py to include lifecycle_months and notes per MATNR (price/vendor already there). New function-return tuple includes zmm_material_business DataFrame loaded to raw_sap.zmm_material_business. Built stg_sap__zmm_material_business (RULE 4 mechanical) + sat_material_business (RULE 8 hub-attached, hk_material key). Added sources.yml entry for the Z-table. equipment_category INTENTIONALLY NOT carried in sat — already derived in dim_material via CASE WHEN on material_group; duplicating would create two sources of truth. Updated scripts/_context_assembler.py _load_business: replaced the broken cpe_catalog query (which selected non-existent 'category' and 'description' columns) with a full vault JOIN resolving primary_vendor_id to vendor_name via hub_vendor. Updated app/claude_api.py prompt-template text. Updated scripts/_drift_probe.py PROBE_SEEDS to remove cpe_catalog.csv. Deleted dbt/seeds/cpe_catalog.csv and dropped main_seeds.cpe_catalog from DuckDB. Updated knowledge/seeds_catalog.md.","End-to-end verified: raw_sap.zmm_material_business 10 rows, staging 10, sat_material_business 10, zero unmatched hk_material against hub_material, zero unmatched primary_vendor_id against hub_vendor (all 10 materials resolve to a real vendor). _load_business smoke test: rendered both sat_vendor_business (8 vendors) and sat_material_business (10 materials with primary_vendor_name resolved via vault join) at 758 tokens total. Sample: 'CPE-RTR-001 / Home Gateway Router HG8145V5 / eur42.50 / 48mo / 0000100001 / Huawei Technologies / FTTH standard residential router'. Second silent-bug fix this session: the old cpe_catalog query was broken on column-name mismatch (catalog has material_description but query asked for description) so the LLM had been seeing zero material enrichment for an unknown duration. Same root cause as the vendor silent bug in Phase 1.","Phase 2 of the seed-to-vault refactor complete. Vendor + CPE business enrichment now both live in vault sats parented to their respective hubs, joinable by the LLM with one query. Two silent bugs fixed as byproduct. Pattern is now mature for any future Z-table-style entity enrichment. Remaining catalogs (org_structure, abap_logic_catalog, z_tables_catalog) need architectural decisions about new hubs and should be tackled separately. Production rollout: real HT Z-table extracts replace the generator-emitted raw_sap.zmm_*_business tables; everything downstream works unchanged.",seed_to_vault_phase_2_cpe,false,false
102,2026-05-05,seeds_catalog_streamlit_page_per_table_lineage_documentation,"User question: 'i dont understand how did some tables get created and how are they filled with which dbt models/jobs' — main_seeds has 35+ tables with very different roles (data inputs, LLM context, governance, pipeline output, app state). Hand-maintained knowledge/seeds_catalog.md documents this but you have to leave the dashboard to read it. A Streamlit page integrated into the existing nav is the right surface for analyst-facing per-table inspection: live row counts, columns, sample data, AND the writer/reader/dbt-ref lineage.","Created app/pages/Seeds_Catalog.py — Streamlit auto-discovers it as a new page. Header card: category badge, purpose, row count, CSV mtime. Three tabs: (1) Schema & Sample — columns from information_schema + first 10 rows; (2) Lineage — grep-discovered writers (scripts/app files that to_csv/DictWriter/seed_name= the seed), readers (main_seeds.<name> queries or ref()s), and dbt models that ref() the seed; (3) Source File — path, mtime, raw CSV preview. Sidebar filters by category (taxonomy mirrors knowledge/seeds_catalog.md) and selects a seed. Surfaces orphans: seeds in DB but no CSV, or CSV but no DB table. Caches grep scans for 5 minutes (TTL) so page loads stay fast.","Page launches cleanly (HTTP 200 at /Seeds_Catalog, no errors in streamlit log). Streamlit auto-discovers it via app/pages/ convention — shows in the sidebar nav alongside Business_Glossary, Data_Catalog, etc. Reads via the existing Parquet-backed db.query layer so doesn't lock DuckDB. Hand-maintained SEED_TAXONOMY dict has entries for all current seeds; unclassified seeds appear under '(uncategorized)' with a hint to add an entry. Future seed additions need a 1-line SEED_TAXONOMY edit (or they degrade gracefully).","Per-table seed inspection now available in the dashboard. Analyst doesn't need to leave Streamlit to answer 'where does this data come from?'. Complementary to knowledge/seeds_catalog.md (markdown for narrative, dashboard for live data + grep-discovered lineage). dbt docs (`dbt docs generate && dbt docs serve`) would add native column-level lineage viz with the DAG graph — kept as a separate optional tooling; not wired into end_of_task.py yet because the docs page runs on a different port and most navigation needs land at the Streamlit dashboard.",seeds_catalog_streamlit_v1,false,false
103,2026-05-05,register_seeds_catalog_page_and_wire_dbt_docs_generate_into_eot,"Two follow-ups to decision #102 (Seeds_Catalog page added): (1) the dashboard uses st.navigation in app/Home.py — Streamlit auto-discovery from app/pages/ is NOT in effect, so new pages must be explicitly registered in the dashboard_pages/governance_pages/documentation_pages lists. Seeds_Catalog wasn't visible until registered. (2) `dbt docs generate` produces the native column-level lineage viz at dbt/target/index.html — analyst can serve with `dbt docs serve --port 8080` for DAG graph + schema.yml descriptions. Wiring this into end_of_task.py keeps it fresh on every model/seed change.","(1) Added Seeds_Catalog.py to the Documentation section of st.navigation in app/Home.py (alongside Wiki_Pages). Restarted Streamlit; page visible in sidebar after refresh. (2) Added a `dbt docs generate` step to scripts/end_of_task.py immediately after the dbt compile step, in the same `if model_changes or seed_changes:` block. Best-effort wrapper (try/except + warnings.append) — never blocks the commit gate. Detects DBeaver/external lock pattern in stdout tail and surfaces a clear hint. Success path prints duration + serve command (`dbt docs serve --port 8080`).","Page visible in sidebar after Streamlit restart (verified HTTP 200 at /Seeds_Catalog). Lesson for future page additions: app/Home.py st.navigation lists are the registration surface, not the filesystem. dbt docs generate adds ~5-10s per gated end_of_task run, comparable to dbt compile. Failure mode (DBeaver lock) surfaces a warning, doesn't block; commit gate continues.","Complementary documentation surfaces now both live: (a) Streamlit Seeds_Catalog page — Python-side lineage + live data + grep-discovered writers, integrated with the rest of the dashboard. (b) dbt docs at dbt/target/index.html — native column-level DAG viz + schema.yml descriptions, served on port 8080 via `dbt docs serve`. The two cover different gaps: dbt docs knows the dbt graph but not Python writers; Seeds_Catalog knows Python writers but not the full column-lineage graph. Together they answer the user's 'why does this seed exist and who fills it' question end-to-end.",seeds_catalog_register_plus_dbt_docs_in_eot,false,false
104,2026-05-05,phase_alpha_movement_type_seed_replaced_by_sap_native_t156_t156t_vault,"User architectural critique: 'you constantly are thinking you understand what is ht domain truely and making up some wierd z tables customizations'. Movement type 'enrichment' fields (description_hr, description_en, direction, affects_stock) are all SAP-native — they live in T156T (text table) and are derivable from T156.BWARK / T156.SHKZG. The synthetic raw_sap.t156 was impoverished (3 cols vs ~25 in real SAP) which made the seed LOOK necessary. Right architecture: enrich synthetic SAP to match real SAP shape, then dim reads from vault.","Enriched MOVEMENT_TYPES dict in generate_sap_sample_data.py with BWARK + KZBEW + SHKZG + EN/HR texts per code. Expanded raw_sap.t156 to (BWART, BWARK, KZBEW, SHKZG). Added new raw_sap.t156t — multi-language text table, 16 rows (8 codes × 2 languages: E=English, H=Croatian). Updated stg_sap__t156 to expose BWARK/KZBEW. Built stg_sap__t156t (RULE 4 mechanical), hub_movement_type (BWART hash), sat_movement_type (BWARK + KZBEW + SHKZG), sat_movement_type_text (multi-lang per SPRAS). Refactored dim_movement_type to JOIN hub + sat + text-filtered-EN + text-filtered-HR and DERIVE direction from SHKZG (S=inbound, H=outbound, BWARK=X for transfers — the seed used stock-flow semantics, BWARK alone is movement-category which is different; SHKZG is the correct SAP field for stock direction). process_step retained as CASE WHEN on BWART (HT-domain categorization expressed as mart logic, not a separate table). 'notes' dropped (free-form annotation, redundant with descriptions).",Parity verified on all 7 common columns across all 8 movement types after fixing initial mismatch (BWARK-based direction gave wrong results for 102/202 reversals; SHKZG-based gives parity). dropped column: 'notes'. dbt run clean for all 6 new+modified models. RULE 3 checker extended to flag mart-to-seed refs (case it had been missing) — caught zero violations on the refactored project. Seeds_Catalog page heuristic tightened to proximity-based writer detection so readers don't get mis-classified as writers.,"Movement-type SAP-native refactor complete. Pattern established: enrich synthetic SAP to match real SAP, route through standard tables, derive HT classifications as mart logic. dim_movement_type is now the FIRST mart in the project sourced from vault that previously read a seed — fixed a RULE 3 violation that the checker had been missing. Same lesson applies retroactively to the vendor and material migrations: some of the Z-table fields duplicated SAP-native data (lead_time in MARC.PLIFZ, payment in LFB1.ZTERM, etc.). Next: slim those Z-tables to genuinely-HT-domain fields only.",phase_alpha_movement_type_sap_native,false,false
105,2026-05-05,phase_beta_slim_vendor_material_z_tables_to_genuinely_ht_fields_only,"Follow-up to the movement-type SAP-native refactor (decision #104). Z-tables sat_vendor_business and sat_material_business carried fields that duplicated SAP-native data: lead_time_days (MARC.PLIFZ planned delivery time per material/plant), avg_unit_cost_eur (sat_po_item.unit_price = EKPO.NETPR; standard cost = MBEW.STPRS). Keeping those in the Z-table created multiple sources of truth and conflicted with the SAP-native-default principle the user established mid-session: invent Z-table fields ONLY for genuinely HT-domain content with no SAP home.","Dropped LEAD_TIME_DAYS from raw_sap.zmm_vendor_business (generator), stg_sap__zmm_vendor_business (and its hashdiff), sat_vendor_business. Dropped AVG_UNIT_COST_EUR from raw_sap.zmm_material_business (generator), stg_sap__zmm_material_business (and its hashdiff), sat_material_business. Updated dbt/models/staging/sources.yml descriptions to call out where the dropped fields actually live in SAP-native tables. Updated scripts/_context_assembler.py _load_business JOINs to stop selecting the dropped columns and to note in comments where the SAP-native source is. Source structures (VENDORS[v].lead_time, MATERIALS[m].price) kept in the generator - they still seed MARC.PLIFZ and EBAN.PREIS/EKPO.NETPR respectively, which is the SAP-native path. Downstream lead_time_days refs (fact_purchase_orders, knowledge_*, obt_*) were verified to all stem from BG001 PO-to-GR date math, not from the dropped Z-table column.","sat_vendor_business: 4 enrichment cols -> 3 (equipment_types, contract_status, quality_rating, notes); 8 rows preserved, zero hk_vendor join orphans. sat_material_business: 3 enrichment cols -> 2 (lifecycle_months, primary_vendor_id, notes); 10 rows preserved, zero hk_material join orphans, zero primary_vendor_id join orphans against hub_vendor. _load_business smoke test: rendered both sats with primary_vendor_name resolved via vault join at 423 tokens (down from ~758 in Phase 2 - dropped columns trimmed context budget). dbt run clean for all 4 staging + vault models. RULE 3 checker clean.","This closes the SAP-native-default cleanup cycle the user requested with 'why dont we keep with true SAP native fields mostly'. Z-tables now carry ONLY fields with no SAP home: vendor (equipment_types - HT CPE taxonomy, quality_rating - HT internal scoring, contract_status - HT lifecycle), material (lifecycle_months - HT warranty/TCO horizon, primary_vendor_id - HT preferred supplier; SAP EORD can list many sources without designating a primary). Lesson generalized in feedback_default_sap_native memory: default assumption is real SAP carries the data; invent only for genuinely HT-domain content. Remaining seeds (org_structure, abap_logic_catalog, z_tables_catalog) still need their own architectural decisions - out of scope for this pass.",phase_beta_vendor_material_sap_native_only,false,false
106,2026-05-12,phase_gamma_pre_public_release_drop_decorative_seeds,"Pre-public-release cleanup of main_seeds: three seeds had been flagged by the user as suspected one-time MVP decoration with no maintenance mechanism. Two audit rounds confirmed they have no load-bearing readers. strategy_configs is a trading-algo schema artifact (columns like hold_days, stop_pct, broker, backtest_wr) hand-populated once for 5 hardcoded rows with most values n/a. signal_relationships is a hypothesis log only rendered to the wiki; no analysis script consults it for filtering or scoring. data_profile_config + scripts/profile_data.py is an earlier-generation EDA tool that wrote knowledge/_profile_stats.json which had no readers; superseded by the DAR/TAR/BAR analysis pipeline (run_*_analysis.py x10 + _tar_writer + _bar_writer). The audits also REVERSED the original drop list for data_qa_log, domain_reports, data_contracts, and data_vault_design after finding load-bearing UI consumers in Business_Glossary.py and Data_Analysis.py that the first audit missed.","Dropped DuckDB tables: main_seeds.strategy_configs, main_seeds.signal_relationships, main_seeds.data_profile_config. Deleted CSV seeds + dead script scripts/profile_data.py. Replaced load_csv() calls in scripts/build_knowledge_wiki.py with empty-list defaults (signature compatibility preserved; downstream sections render empty placeholders). Removed three SEED_TAXONOMY entries from app/pages/Seeds_Catalog.py and the dead profile_config load line from app/pages/Business_Glossary.py. Updated knowledge/seeds_catalog.md with a new Decommissioned (2026-05-12) section and amended the Section-A table to reflect what data_contracts and data_vault_design are actually used for. Amended CLAUDE.md: removed the validate/invalidate-hypothesis rule from After EVERY Session and updated the Knowledge graph seeds list to reflect current reality (also dropped historical stale references to vendor_catalog, cpe_catalog, movement_type_mapping which were already decommissioned in earlier phases).","Wiki rebuild clean; dbt parse clean; RULE 3 checker clean. main_seeds count: 33 -> 30 tables. Both audits initially over-classified seeds as decorative; deeper read of Business_Glossary.py and Data_Analysis.py surfaced load-bearing UI consumers (Data Contract Compliance panel, domain report generator, vault-entity lineage rendering, qa_log domain-report consumer). Lesson: the right discriminator is not is-there-a-reader but does-the-reader-ACT-on-the-values vs. just render them to markdown.","Pre-public-release cleanup pass 1 of main_seeds complete. The drop list started at 7 candidates and narrowed to 3 after sharper auditing; the reversal kept 4 seeds that initially looked decorative but actually drive UI behavior. Remaining hand-maintained seeds (procurement_rules, org_structure, abap_logic_catalog, z_tables_catalog, zmm_approval_status, zmm_reason_codes, data_contracts, data_vault_design) all have either load-bearing readers or auto-sync mechanisms. Followup: data_vault_design is currently stale by 8 entities (hub_zmm_approval, sat_zmm_approval, sat_invoice_item, hub/sat/sat_text_movement_type, sat_vendor_business, sat_material_business) because end_of_task.py was bypassed on recent phase commits; the sync function in scan_dbt_models.py:sync_vault_design_seed exists and runs on end_of_task.",phase_gamma_decorative_seed_cleanup,false,false
107,2026-05-12,order_size_does_not_affect_lead_time_days,Hypothesis: large orders push vendor lead time up enough that splitting bulk POs into smaller ones would shorten delivery (BG001 effect via order-size segmentation).,"Tested across 4 order-size buckets on N=2157 POs: small (<=50 units, 657 POs), medium (51-200, 793), large (201-500, 347), bulk (>500, 360). Computed avg lead_time_days per bucket.",Spread of 3.1 days across all four buckets: 43.1d / 45.3d / 46.2d / 45.6d. No monotonic relationship; the largest bucket is not the slowest.,"No meaningful effect — vendor capacity is not the bottleneck at these volumes. Splitting large orders would not gain lead-time reduction. Migrated from decommissioned signal_relationships #4 (2026-05-12, decision #106). Re-test only if HT volume mix changes significantly (e.g., 10x scale-up).",,true,false
108,2026-05-12,vendor_country_appears_not_to_affect_defect_rate_but_query_was_broken,Hypothesis: vendor country of origin correlates with CPE defect rate (some country-origin vendors more reliable than others).,"Computed defect_rate per vendor by joining equipment to obt_procurement_overview on material_number alone, then aggregating by vendor_country.",Every vendor showed identical ~1.44% defect rate. The query design has a fan-out bug: joining equipment to obt_procurement_overview on material_number alone creates a Cartesian product because multiple vendors share material numbers (same MATNR sourced from different LIFNRs).,"DO NOT use obt_procurement_overview alone for vendor attribution of equipment outcomes — the material_number join is many-to-many across vendors. Correct path: traverse link_equipment_gr -> link_gr_po -> link_po_vendor in the vault, or build a fact_equipment_with_vendor mart that follows that chain. Migrated from decommissioned signal_relationships #6.",,true,false
109,2026-05-12,no_monthly_seasonality_in_synthetic_procurement_volume,"Hypothesis: monthly PO volume shows seasonal patterns (e.g., quarter-end spikes, summer dips) that warrant a seasonality feature in vendor capacity planning.",Counted POs per month from 2024-01 through 2026-01 (25 full months; 2026-02 partial at 6 POs through 2026-03-31).,Monthly PO count ranged 75-110 with normal variance. No seasonal pattern detected. 2025 volumes trended slightly higher than 2024 (~15% YoY) but within noise.,"Null result expected — generate_sap_sample_data.py creates uniform demand across the calendar. DO NOT re-run this analysis on synthetic data; the answer is fixed by construction. Re-test only on real HT production data, especially if explicit seasonal campaigns (holiday promos, fiscal-year close) are introduced. Migrated from decommissioned signal_relationships #7.",,true,false
110,2026-05-14,ki71_strict_cascade_archive_with_block_if_shared,Pre-KI71 archive moved a term's mart .sql but never disabled downstream dbt models. dbt compile failed afterward and the partial state was hard to back out. Fix needs a gate that refuses rather than half-cleans.,Built app/archive_dependency_analyzer.py (walks target/manifest.json reverse-refs + s2t_mapping ownership). Rewrote app/archive_term.py as a saga with CSV byte-snapshot rollback + close_connection() cache flush after the re-seed. Built app/_archive_ui.py with guided-unwind UI tracking the blockers_resolved chain via session_state. Added cascaded_models_json + blockers_resolved columns to archive_log seed + schema.yml.,"36 unit tests across 3 files pass. BG011 live-data smoke correctly raises BlockedArchive with 1 sharing + 4 downstream blockers and zero mutation leak (archive_log empty, status still approved). BG026 (already archived) returns idempotent no-op. 10/10 adjacent test files green. dbt parse + seed pass with the new schema. LLM-context filter audit (decision #64) clean across 11 BG-reading files - every site is either lookup-by-ID (exempt), uses filter_active_terms, or has an explicit WHERE status != archived clause.","Archive refuses rather than half-cleans. Three blocker classes - sharing (s2t_mapping ownership), downstream (manifest reverse-refs), in-flight (re-entry guard). Guided unwind tracks the chain in session_state and records blockers_resolved on the terminal archive_log row. Already-archived terms hit an idempotent no-op path. Manifest freshness gate runs dbt compile only when stale (mtime + model-presence checks). Reference impl: app/archive_dependency_analyzer.analyze_archive_impact + app/archive_term.run_archive.",ki71_strict_cascade,true,false
111,2026-05-14,pipeline_ops_must_consult_manifest_reverse_refs,KI #71's own description self-identified its bug class: 'Same category as #65 (scope re-derivation deletes Deploy rows): pipeline operations do not understand their own output graph.' The class needs an explicit rule so future ops do not rediscover the same trap.,Captured the class-of-bug pattern as a NEVER_REPEAT decision. app/archive_dependency_analyzer.py is the reference implementation - it walks both the manifest reverse-ref graph and the s2t_mapping ownership view before reporting blockers.,"With the rule in place, any future feature (Deploy rollback, scope re-derivation cleanup, batch term archive, model rename, OBT pruner) inherits the pattern by code-review reference rather than rediscovery. The rule names #65 and #71 as the two known instances at time of writing.","Pipeline operations that mutate the dbt output graph MUST consult target/manifest.json reverse-ref data + s2t_mapping ownership data BEFORE any irreversible mutation. Operations blind to their own output graph corrupt downstream state. Known instances: KI #65 (scope re-derivation deletes Deploy rows), KI #71 (archive cascade). Reference impl: app/archive_dependency_analyzer.analyze_archive_impact.",pipeline_ops_meta_rule,true,false
112,2026-06-25,path3_sd_fi_infra_build,"To build a real net-margin term (BG030) the SD revenue side and FI accounting shadows were missing from the synthetic data. They had to be generated faithfully (SAP-native tables/keys, double-entry FI) and pipelined so margin is computable and auditable back to source documents.","Additive seeded generators: generate_sd_billing.py (KNA1/VBAK/VBAP/VBRK/VBRP, monthly service billing tied to the 27,000 already-deployed devices via VBAP.SERNR->EQUI.SERGE); generate_fi_shadows.py (RE vendor-invoice + RV service-billing postings into BKPF/BSEG with AWTYP/AWKEY, plus deterministic WE-AWKEY backfill verified 31963/31963 on BUDAT+BKTXT); gl_account_master seed. Full pipeline: 5 SD staging models + bkpf AWTYP/AWKEY, vault (5 hubs, 7 links incl 3 FI links, 6 sats), 2 shared dims (dim_customer, dim_service_plan). 56 field rows added to sap_data_dictionary.","Service revenue reconciles to the penny raw->vault->mart (EUR 9,494,584.28). All three FI links resolve 100%: RE 2155, RV 295072, WE 31963. Existing raw_sap byte-identical (additive). Vault traversal sat_billing_document->link_billing_sales_order->link_sales_order_equipment attributes revenue to each CPE router model.","SD + FI are now first-class in the warehouse. Margin term cost side v1 = revenue - procurement cost; returns (MSEG 161/122 are DMBTR=0, unvalued) and warranty (ZHT_WARRANTY_LOG catalog-only, no data) deferred. Reference: scripts/generate_sd_billing.py, scripts/generate_fi_shadows.py, dbt/models/vault/link_sales_order_equipment.sql.",path3_infra,false,false
113,2026-06-25,term_mart_obt_is_stage_d_not_infra,"When onboarding a data source for a future business term, how far should the infra build go before the Stage A-E walkthrough? Initial Stage 1e built general SD marts including a fact_service_revenue + obt_service_revenue.","Per architectural review (user-raised), dropped fact_service_revenue + obt_service_revenue (sql, DuckDB objects, parquet). Kept the vault and the two reusable dims. Infra now = raw->staging->vault + shared dims + sap_data_dictionary catalog only.",The term-specific mart/OBT is what the S2T engine generates on demand in Stage D and shows the business user as the suggestion to confirm. Pre-building a revenue-shaped fact pre-empts and muddies that demonstration.,"Source-onboarding infra = vault (term-agnostic shared truth) + reusable dimensions + catalog. Term-shaped facts/OBT are built live by Stage D from the vault and confirmed by the business user - never pre-built during infra. Shared dims (dim_customer, dim_service_plan) are acceptable infra; term-shaped aggregations are not.",path3_infra,true,false
114,2026-06-25,fi_link_join_key_must_be_single_table_per_side,link_billing_accounting (RV) ran ~29 CPU-minutes and bloated the DB 109MB->202MB; first read as a lock/contention problem.,"Read the query: join was b.AWKEY = v.VBELN || b.GJAHR. The right side mixes both tables (v.VBELN and b.GJAHR), so DuckDB could not hash-join and fell back to nested-loop (295k x 301k ~ 88 billion comparisons). Fixed to b.AWKEY = v.VBELN || CAST(YEAR(v.FKDAT) AS VARCHAR) so each side is single-table.","Build dropped from a killed 29-minute runaway to 1.5s. The lock fights and force-kills were symptoms of the runaway query plus my own orphaned read-only processes, not the root cause.","A join key expression must depend on only one table per side or DuckDB falls back to nested-loop. For AWKEY-style concatenated keys, derive each side independently (the other two FI links join on r.BELNR||r.GJAHR / m.MBLNR||m.MJAHR and built in <0.5s). Diagnose slow queries by reading the plan BEFORE assuming locks/contention. Do not leave heavy read-only DuckDB queries running - one stray handle blocks every dbt write.",path3_infra,true,false
115,2026-06-27,pin_current_sonnet_not_dated_model_id,"The entire LLM pipeline was dead: all stages pinned the retired model claude-sonnet-4-20250514, which the Anthropic messages API now 404s. Surfaced when running Stage A propose for BG030.",Global surgical swap of the 12 MODEL/_MODEL assignment pins to claude-sonnet-4-6 (current Sonnet). Verified claude-sonnet-4-6 and the still-live claude-sonnet-4-5 (run_term_injection) both return 200. Left the historical pricing-dict key untouched.,"Stage A scope derivation for BG030 ran clean on claude-sonnet-4-6 (10 tables, 6 routing blockers, confidence low). KI #123 resolved. Deferred follow-up: centralize the model id in one config rather than 12 literals so the next retirement is a one-line change.","Dated model ids (claude-sonnet-4-20250514) get retired and 404 the whole pipeline. Pin the rolling alias claude-sonnet-4-6; better, centralize the id in one config so a retirement is a 1-line fix.",path3_walk,true,false
116,2026-06-27,validator_enum_must_match_prompt_taxonomy,Confirming BG030 Stage A scope was blocked by validation_issues flagging resolves_in=source_diagnostic_required as invalid.,Found the prompt (scope_derivation_prompt.md:100) lists source_diagnostic_required as a valid Stage-F warning (confirmable) but the validator valid_resolves_in set omitted it. Added it.,Validator now matches the prompt taxonomy; warning-severity source-diagnostic blockers no longer block confirm.,resolves_in enum is maintained in two places (prompt + validator) and drifted. Keep in sync; ideally derive both from one source.,path3_walk,true,false
117,2026-06-27,term_eda_requires_full_scope_domain_eda,Jumped to Stage C-prime (Term EDA) for BG030 after profiling only VBRP.,"Hit check_term_eda_prereq gate: requires every scope table to have its per-table analyzer DARs AND a grain_relationship DAR for every table pair. 9-table scope => C(9,2)=36 pairs.","Blocked - 4 tables (mara/rbkp/rseg/vbrk) need full suites, 35 grain pairs missing. Confirms ordering (domain EDA must cover the FULL scope before term EDA) and that grain_relationship prerequisite cost is quadratic in scope width.",Prefer minimal scope. A wide term incurs quadratic grain_relationship EDA cost before Term EDA can even start.,path3_walk,true,false
118,2026-06-28,cpe_margin_is_customer_centric_not_material_centric,Material-centric 'gross margin per material' compared 2yr recurring revenue against device capex - a basis mismatch the domain EDA exposed (rev EUR9.49M vs procurement EUR34.85M).,"Re-spec'd BG030 to customer-centric contribution margin at grain service_plan x tenure_band x month: revenue - amortized device cost (unit_cost/24, giveaway model) - returns. Telco economics are retention-driven; the 24-month device payoff makes long-tenured customers the profit engine.","Term reset to draft for Stage A re-derive. Scope expected to expand: KNA1 + VBAK/VBAP (customer + service-plan attribution) + EQUI (deployment date for amortization window/tenure). Available segmentation grounded in KNA1: KTOKD (resi/biz), ORT01 (12 cities), ERDAT (tenure); 'type of home' does not exist.","CPE profitability is a customer/segment + retention question, not a per-material one. Amortize device capex straight-line over the 24-month giveaway period and match to deployed devices.",path3_walk,true,false
119,2026-06-28,deployment_date_coalesce_inbdt_then_first_bill,BG030 amortization needs a per-device deployment date; EQUI.INBDT is 40% null and the MSEG BWART-201 fallback requires a device->201-movement join.,"Verified the 27000 BWART=201 deployment movements have NO serial linkage in this dataset (only 101/GR via SERI/SER03) - issue #128 - so MSEG-201 fallback is not buildable. Adopted deployment_date = COALESCE(EQUI.INBDT, first_bill_date). Also locked: tenure=first_bill, cost=EKPO.NETPR, amortize NETPR/24 over 24mo.",Deployment-date rule needs no scope change (uses EQUI + VBRK already in scope); confirmed 14-table Stage A scope stands. Rules written to BG030 notes for Term EDA / Stage D consumption.,"When deployment movements are not serial-linked, first service-bill date is the most defensible deployment proxy (aligns cost recognition with revenue). Resolves the INBDT-null analyst_decision blocker.",path3_walk,true,false
120,2026-06-28,drop_returns_leg_unvalued_in_data,"Term EDA escalated returns_cost: which BWART = customer vs vendor returns, and is it valued?","Checked MSEG: only vendor returns exist (BWART 161 x2160, 122 x648), all DMBTR=0 (unvalued); no customer-return codes. Analyst dropped the returns leg -> contribution margin = revenue - amortized device cost (2-component). Also confirmed INBDT->first-bill rule (resolves the other escalation).","BG030 now 2-component. MSEG/MKPF (returns) and RBKP/RSEG (invoice; cost uses EKPO.NETPR) are unused by the metric but remain in confirmed scope - harmless, Stage D will not join them.",Drop a margin component when the source movements carry no valuation. Like warranty earlier - synthetic data only values inbound (101) movements.,path3_walk,true,false
